text,label
Ang cute niya kaso ingat Lang sa pag gamit. Thank you seller dahil in good condition naman yung item. Excellent quality and will buy again.,1
"Not pic related Magandaaaa siyaaa very responsive seller inupdate niya ako na papalitan ang color and Tinawagan niya pako for confirmation,must buy to this shop",1
ETONG SELLER MAKABENTA NALANG KAHIT DAMAGED ANG ITEM PINAPADALA PA,0
Hindi binigay yung kulay na gusto ko nakaka dissappoint pwede magbtanong kung kukunin or hindi eh,0
"Basag, kulang, at sobrang tagal bago naideliver.",0
Walang kupas talaga ang galing ng cetaphil. Maaasahan talagang original yung binebenta nila. Plano kong omorder ng maramihan sa sunod sna may discount din,1
Nakabili na ako nung wok at nagustuhan ko ang kulay pero nung nag order na ako ng smaller ibang kulang ang pinadala,0
1 out of 7 yung hindi gumagana. Many times ko tinry pero ayaw talaga. Kung irereturn ko pa hassle. Sana tumagal yung iba slots.,0
Hindi gumagana Ang na order ko tsaka parang balasubas lang na pinack,0
Ayos naman quality niya. Swak para sa cheap price. Medyo matagal ang shipping. Glossy yung tela niya. Tapos mesyo manipis ng kaunti. Yun lang btw thankssssss,1
"Ang ganda ng Item, ang kaso ngalang ang daling ma lowbat. D kayang makafull ng isang Cellphone.",0
Di umaandar yung 1. isip isip bago kunin. hay dissapointing,0
3xL na pang kids yata to ang liit hahah tapos yung tag talagang sa tali nilagay para pag tinanggal yung tag pagkafit wala nang solian. Mautak. Hindi true to size sayang ang pera.,0
i clearly ordered plain and ito dumating sakin. sana chineck niyo muna yung item bago niyo i ship out. okay lang naman kaso yung plain talaga inorder ko eh,0
Supppeeerrr just wow diko na expect na maganda talaga tong product nato kasi mura lang siya eh pero super duper na amaze ako kasi Ang ganda na ng Quality tas ang bilis pa dumating kaya Super Thank you Seller kaya 5 star ka sakin,1
Grabe ang laki laki at kinain ako ng shipping fee nakakainis kahit naka platinum member na ako ang mahal padin ng shipping fee buti pa noong. Una mga 15 ganun lang ang shipping fee ngyon triple hindi lang,0
1 whole night na nakacharge pag gising ko 10% parin chinarge ko ulit 2hours 10% parin nagtry ako ibang charger 80% agad 1hour lng t,0
Yung dalawa basag buti na lang may isa na hindi nabasag.,0
"Mali yung design n ibinigay ni seller, ayaw ng asawa ko. Iba ung ibinigay dun sa picture",0
"Tapos ko na basahin yung book. Sobrang ganda talaga. Maganda yung item nung dumating siya dito, safe na safe. I'm buying another 2 books here yey!",1
"Hindi ko na napicturan. basta satisfied customer me pero hindi satisifed consumer kasi hindi naman ako ang gumamit hihi. pangalawang order na to ng pinsan ko at maybe oorder ulet if may budget. well, thank you very much!",1
super ganda. Sulit na sulit ang pera nyo dito. Very good quality. Nagustohan nang mga kasama ko sa work kaya nag order ulit ako,1
Sorry sa nalate sa pagrate pero good naman yung charger. Mabilis din magcharge. Thank you seller!,1
Thank you so much infinix! 2019 pa tong s5 ko now ko lang mapapaltan pero mapapamana ko pa sa kapatid ko hahaha. Sobrang tibay talaga. Thank you!,1
"Sobrang nkka nkkainis, Kung ano ang kelangan ko, un ang wla. kompleto bayad ko, kulang item n dumating, napakalaki pa Ng plastic ito Lang ang laman.",0
Okay naman. Enjoy sa Netflix. All day. All night. Di nga lang 5g. 7.1 din ang android version neto. Mas mura pag sa ibang shop bibili ng keyboard. Tulad ng ginawa ko.,1
Nakakadala. Nakipag coordinate ako SA seller wala response SEEN ZONE? Kasalan ko bang damage ang binigay nyo na product? I don't recommend this seller. mabuti Lang kayo pag order pag magpapareturn nga nga na. Maging patas Naman kayo pinaghirapan namin ang binayad sainyo,0
Okay naman siya kaso yung isa nasira pagdating dahil hindi mashadong na secured yung packaging pero naayos naman din. Thank you seller,1
Wrong color ang nadeliver even naka specify naman. Next time please pa follow naman kung ano ang inorder and if mag not available please pa message naman muna ang buyer nyo.,0
Ok na sya for the price. kaya lang 6 ports lang yung working yung isa ayaw.,1
"Ang ganda nya! Hindi sya mukhang cheap. Sobrang bait pa ni Seller kahit sa Fb kausap ko sya very responsive kahit makulit ako hahahahaha. Anyway, more benta to come!",1
Mabilis nasira hindi na nailaw agad para 1 week lang. Sayang pera,0
Pano q xa rate wala nman dumating n parcel sakin dq lam San ndiliver,0
Ok naman sana mali lng mga kulay na binigay. Dark ang orde ko pero light mga pinadala sana lng kubg anu ung inorder cenyo un sana ipadala nyo!,0
Sira ang speacker ang pangit ng item grabi wagna kau bumili dito,0
"Okay sya, ang cute ng designs, thank you, salamat, okay sya, ang cute ng designs, thank you, salamat, okay po. Magagamit ng kids",1
2days before mag ship si seller and medyo matagal sya dumating pero as u can see worth it naman yung paghihitay q kasi ang ganda ng quality nung sapatos and walang damage yung mismong product although nayupi yung box nya pero dedma nalang. i like it and love it!,1
"ang ganda nya nagamit ko na sya saya saya ko HAHAHAHA matagal ko na gustong bilhin to eh, thank u seller and kay kuya rider",1
"Thanks seller ganda ng item pwede n gamitin lalo na kpag emergency, sa uulitin ulit maraming salamat",1
Great! kasya naman po tas nababasa ng screen ko. maganda ring gamitin lalo pag maginaw dito. mababa rin yung presyo. like.,1
Not satisfied kasi ang bilis lang malowbat hindi niya na full ang isang cellphone,0
ano ba to bingay nu sken sira ang saksakan ng charger grve nka disspoint kau,0
Masarap ang Lady’s Choice Super Chunky Special Peanut Butter. Masarap ipalaman sa tinapay with strawberry jam. Pampasarap ng kare-kare kung isasama sa sauce at pampalapit pa nito.,1
Saktong sakto to sa mga pants na binili kooooo super gandaaa nyaaa,1
Maganda item.pang ilang beses ko na to.sana my freebie next time Salamat seller shoppee rider Sa uulitin,1
"Thank you balot na balot pagdating,kaso di ko lang maintindihan yung expiration,tapos yung iba walang nakalagay na expiry date",1
akala ko po may freebies kapag naka 799 plus. pero wala naman po. still ok naman po ung product.,0
Thank you Seller. ganda ng products. No damage po lahat. good stocks. nakailang bile nako nito Thank youuuu,1
Kulang ng isa order ko! 2 order ko tas isa lang dumating!,0
Sbrng bilis malobat. 3 percent lng naidagdag. nalobat agad,0
"my daughter love it, kahit napaka tagal ang delivery worth it naman sya",1
Maganda sya! Mabilis dumating.siguro 1 week lang.to think na malayo patu nanggaling at malayo din po ako.Bacolod City pa po ako.nice nice! Thank you so much! Im happy with my purchase!,1
Only problem is the inside natusok ako kasi di ko expect na nakaangat pala siya.,0
Ok lang nami sya Apat lng ka.incan nga beer ah,1
Ok n ok yon speaker maganda ang tunog at maganda rn yon mic,1
"Okay sana yung car mismo. Super tagal malowbat. Kaso sira ang remote. Kinausap ko yung seller. Wala daw sila spare. Wala din daw refund para dun. Kung meron sana di makakapaghanap ng mag aayos. Syempre may bayad magpaayos ng sirang gamit diba? Nakakadisappoint lang, nagbayad ka ng buo, tapos isesend sayo may sira.",0
I still don't know Kaka bukas ko palng ng parcel thank you seller,1
"The thought na nkamura ako. Pero grabe binasa ko naman discreption.nagulat ako akala ko nakalimutan yung aqua shoes ang nipis,ang bilis ng service kaya pla d nagsend ng pic bago deliver",0
Ok sya mlakas nmn Kaso red order k Pero blue dating ok nadin,1
Hindi gunagana un USB porter mo luma at gamit na! Parang pinulot lng kung saan.,0
good product. maganda quality ng items. salamat seller,1
Nice ang ganda. umorder oa ulet ako ng dalawa. Presko kase suotin maganda ung tela.,1
Nag la- last talaga sya sa lips. Sobrang soft pa Hindi sticky at Hindi Rin sya transferrable sa facemask or straws. Nice product,1
"Super nice and good. Will order again soon. Hindi naaayon an comment, picture ug video na i upload. Bsta ang ganda nang items, supper worth it, wala na akong masabi. Kaya ang susunod na mga salita is mga pangalan na na gusto kong banggitin. Pasensya na po para lang po sa rate. Basta gandang gadnang",1
Maam naganda sana ksu ang liit nag mic ropon hndi kasya.pero slmt sa shope,0
Hindi naman maayos ang speaker at yung memory card ko ayaw gumana. Sayang lang.,0
nag o-on xah pero hindi nmn nagcha2rge fone ko.parang wala lng.sayang ang pera sira din ung connector niya.,0
Thank u again seller. secured tlaga ang pagkabalot. I think dis is my 4th times nag order ng ivory dito. Legit tlaga. Salamat S&R.salamat shoppee.,1
"Well pigmenteddd, ginamit ko sya for my trade drawing platessss and i can compare it to unipin na gamit koo, well siguro mas magtatagal si unipin kesa sa kanya del parang smaller sya but its okayyy much affordable itowww",1
Ok naman sya maganda kaso walang kahon buti na lang d nabasak.,1
"Ok siya. Maganda, puedeng gawing sling, shoulder o hand carry bag. Okay na panglakad. Salamat mukha namang matibay",1
"gagi nabali agad pero oks lang yung iba naman gumaganaa, thankyouu parin",0
ang ganda ng product nila at ang pinaka gusto ko ang bango pa second buy ko na eto ng whitening deo at plan ko ulit bumili kapag maubos thank u,1
Well packed at mabilis nai-ship Ang order ko kaya very good ka talaga seller. Working naman siya dahil na-test ko na pero Hindi ko pa lng alam kung gaano siya katagal pero all in all ay sulit siya talaga bilhin,1
"smallest na to but maluwag pa rin sya dun sa arms for me since payat talaga ako. di ko sya masyado trip hahaha di matigas ung nasa likod, parang plastic lang na ano. nahuhukot pa rin ako 3",1
Maayos ang packaging! Oorder ulit ako kapag naging effective sa'kin to,1
"Video not related. Arrived in good condition, and walang damage. I was kinda disappointed kase akala ko yung color medyo pinkish nude, nung na try ko na ilagay sa lips ko, medyo orangey. Pero overall okay padin kase super pigmented nya.",1
yupi na nga agad no time to have the rider check it since first time ko maka recieve ng item na ganito ang pagka package pinagsama sama tas dinoble lng ung plastic ng j&t,0
Di ko inexpect na ganun ssila manipis. Parang sapatos ng baby pati yung sa sole nya parang sa medyas ng baby. Sana di masakit sa paa lalo pag natapak sa sand. Correct color and size naman. Ok na din sa price,1
Sira yung binigay na item dapat di nyo deniliver yung kabila may design yung kabila wala,0
Thanks seller ang mura ng product pero nagustuhan talaga ng pamangkin ko,1
Nareceive ko agad a day after. Tinry kk na sya sa electric toothbrush ko and gumagana naman yung 1st 2 na nakuha ko. Thanks. I think Ill buy my battery needs here.,1
4violet 4pink 2blue Iba ung binigay ni seller 4 green 5 blue ung binigay nya.Ang Hindi ma benta UN Ang binibigay nya lahat ng order ko Mali,0
"Okay naman siya for its price. Goods na pang ootd, huwag nga lang lalagyan ng sobrang mabibigat kasi bibigay siya at masisira. Pero pwedeng pwede na siya pang gamit kapag umaalis kasi maganda ang design.",1
"maganda but madumi yung dumating sakin dating stock pa ata, or baka display sira din kasi box haha pero OK ung product",1
Di pa maliwanag yung ilaw. Sayang lang,0
"Ang liit lang pala nya, lol, pero i think effective naman to, and hindi naman pang araw araw. Pero thankful parin ky seller dahil may pa freebie na tote bag, maganda naman ang bag hindi madaling masira",1
Kumpleto nman cya!maganda nman para sakin kaso marameng butas.,0
Hindi maganda ang packaging nya walang bubble wrap tapos yong isang power bank my damage hindi ko lang maasikaso kaya hindi na return to tapos mabilis malobat ang tagal bago makapag charge mura kaya ganon kaya mapapa mura ka nalag din hehe,0
"okay na naman poo, kapag iniespray mo tapos kahit pinagpawisan yung armpit mo is wala talagang maaamoy, angganda poo.",1
"Di sya ganun nagwowork ng maayos, tsambahan yata makakuha ka ng maayos ayos na sd card.",0
Yung eyeliner ang daling gamitin it takes me 1 hour to do a perfect eyeliner ngayon halos 5 minutes na lang yung lipsstick naman maganda naman,1
Over all my pnadala pdin c seller pero LAHAT ng pinili kong VARIATION nung item maski ISA wlang pnadala c seller Hindi man lang nagmessage c seller n wala ung Variation ng item n pinili ko pra sana npalitan ko bago pnadala ni seller,0
"Ang bilis dumating ng order ko Dika maiinip Ginamit ko na agad, it adds volume to my hair at ang gaan gaan ng pakiramdam ko. Parang wala akong anit sa sobrang fresh ng feeling.",1
Just got it! Ang ganda Niya. Medyo matagal kasi pre order nga pero worth it naman yung paghihintay,1
"Not a good buy, Maysira sa ibabaw yong takip, sonrang bagal pa ng update ng shipping. sobrang tagal dumating, mahina lng yong buga ng hangin at saka tubig. Compare sa oldarctic air ko na inorder sa ibang seller dati.",0
ngleleak sya niremedyohan nlng namin pero working nmn sya kadisappointment lng ksi ngleleak sya,0
panget ng quality. mas lakas tunog nung right kesa sa left,0
"Legit syempre, good packaging din sobrang dami buble wrap at may S&R seal yung box",1
Ang ganda ganda ng Quality parang mamahalin may pa box pa bonga packaging nagustuhan ng mister ko ang wallet medyo malaki nga lang daw pero nakakatuwa lakas maka mamahaling wallet thank you seller,1
Ung bag po maganda pero ung underwear pangit po. Manipis po siya,0
"Complete po yung order at magaganda naman ang mga items, mabilis dumating yung parcel ko. Excited na akong gamitin to, thank you",1
"black yung order ko, tapos blue yung dumating. ang tagal din bago dumating.",0
didn't expect na sobrang liit pala neto haha iikot yung elesi kahit hipan mo hahahahaha cutie lang siya. teenksss,1
Ang ganda second order kuna didto sa shop nato May yupi lng yung box tapos may mantsa kaunti sa white na watch pero overall ok parinGumagana lahat,1
"Low class di gumagana items nyo, 2 pa nman enorder ko sayang lng pera.",0
Ang pretty naman ng appearance kaso thin lang sya at ang kuyytt in,1
"Gandaaaa. Worth the price! Sulit itong item na ito. Haha! Sobrang bilis pa ng shipping kaya kudos to seller, thank you very very much!",1
Mabilis malubat at mahina Yung sound medjo basag pa. Kung pwedi ibalik ko nlng to.,0
Nakaka walang gana ulit nha mag order pangit nha mali pa ang kulay at sobrang liit ng size kala yta bata nag order kht d kuna papalit ito,0
MAGANDA SYA GUYS AT NAPAKAMURA SOLID TOOOOO ORDER NA DIN KAYO PERFECT PANG GIFT DIN KASE MAY PLASTIC SYA KAYA SOLID GUYSSSSSS GANDA PA NG MGA DESIGN AT PAGKATATAK NYA ORDER NA KAYO MGA SIZ THANKYOU SELLER MABUHAY KA,1
mali ang mga binibigay nyo hindi nagana ayaw nyo pa ipabalik,0
Natagalan bago naka rating pro ok naman thank u,1
seller second order ko na to damage pa din.sana man lang bibox nyu po,0
Image and video not related pero the product palpak iba yung nasa picture sa ipapadala sa inyo pati kulay iba reject pa walang isang bulsa kaya kung ako sa inyo mag isip muna bago umorder sa shop na to tas sila nagkamali tayo pahihirapang magreturn,0
Legit ung store gnamit ko muna ng matagal bago ako magreview hehe sympre nakakaba bumili sa online. Pero eto nga mganda un cp. Hndi ganon ka kilala stn now dto sa pinas pero worth the item nmn. Tinry ko mag pic kso dko pa naconfigure msyado mukang beauty cam ng oppo haha.,1
"Cute nung bag, so far kasya naman gamit ko cute din ng design, medyo di ko lang bet yung tali/strap ng bag pero nice item parin.",1
Salamat sa magandang produkto pero bakit yung blue walang Bpa free a print,1
Di ko pa natatanggap hanggang ngaun waala pa rin,0
"Grabeee anglaki. Super sulit. Naka sale kasi sila. 800 to sa mall, nakuha ko ng 500 sa flash sale. Thank you so much! Super recommended!",1
Very loyal to laneige. Nakakatuwa kahit maliit size nento nagtatagal naman gamit. A little goes beyond na. Di required super madami ilagay mo sa face basta ispread mo.,1
So In love with these. Medjo matagal lang dumating kala ko di aabot sa paggala ko hehe. Btw thank you seller,1
UMORDER KME SA TAMANG SIZE PERO PAG DTNG SMALL HND KME NGSASAYANG LNG NG PERA.SELLER KYO DPT ALM NYO YAN KUNG ANO PINAPACK NYO.PDE NYO NMN KUHANIN ULET TO AT PALITAN NG BAGO PERO PRNG KAME PA MY KSALANAN.ALM KO MALIIT N HALAGA LNG YUNG126 PERO SMIN MLKI N YAN DHL MHRP KUMITA NG PERA NGYN DHL PNDMC,0
Iba Yung dumating na case. Hindi match sa realme 6pro. 6pro nga naka Lagay sa tag. Pero Hindi match,0
Ayusin nyo nalang sana yung ipapadala nyo,0
Malaki sya maganda sana pero ibang size nabili ko thank you pa din seller pati sa rider at sa matyagang pahintay samin,1
"Edit: wala bang zero star? It's terrible. Sayang pira dito. Once lang nagamit at di na talaga magamit. Lesson learned the hard way. Never buy cheap appliances. Sa mall nalang kahit mahal at least sigurado ka, may warranty pa. Original post: Im having a difficulty charging it. As in hindi xa gumagana after icharge. Well update this if maayos. But so far, charge ako ng charge pero di gumagana. Sayang gustong gusto ko pa naman kasi napakahandy nya. Sana inigihan na rin ung manufacturing nito. Tsk.",0
"MERON KA BANG LEMON? GUSTO KO TEQUILLA! Those lyrics changed me. It gave me hope, love, and certification that I’m valid. That I’m no one’s toy… that I can do all things through Mommy Oni who strengthens me. REASONS WHY I LOVE MOMMY Toni Fowler FIRST OF ALL ANG BAIT BAIT NYA SECOND OF ALL ANG LOVING AT CARING NYA AS A MOTHER THIRD OF ALL MAGALING SYA KUMANTA AND LAST BUT NOT THE LEAST ANG GALING NYA KUMANTA AT NAPAPATAWA NYA KAMING MGA FANS NYA if MAAM TONI has a million fans, im one of them if MAAM TONI has 5 fans, im one of them if MAAM TONI has 1 fan, that one is me if MAAM TONI has no fans, im no longer alive if the world is against MAAM TONI, im against the entire world till my last breath i'll support MAAM TONI MAAMTONILANGMALAKAS WAG KA MAKIKINIG SA MGA BASHERS MO MAAM TONI AKO LANG ANG TUNAY NA KAIBIGAN AT FAN MO HABANG BUHAY MAHAL NA MAHAL KITA SANA PAGPATULOY MO PAGIGING GOOD INFLUENCE MO SA LAHAT NG TAO GOD BLESS U PO I LOVE YOU PO TONI FOWLER iPhone 14 cutie T TOTOO) sayo idol mommy oni nakita ang bilang isang totoong na walang tinatago, walang Ka fake news fake news, simple lang, ipinapakita kung sino ba talaga si mommy oni sa social media man o sa totoong buhay. O OK) naalala ko ang sinabi mo na tumatak talaga OK lang laitin nyo Ako wag lang ang pamilya ko"" Diba kahit sa dami nang nanglait, nang husga, nag mura pero Hindi mo pinapansin at naging pondasyon sa pag-angat sa buhay at Dyan mo makikita Ang bilang isang a strong women or matibay na Ina handang ipaglaban Ka. N NANAY) isang Ina na grabe ang pagmamahal sa pamilya, anak, jowa, kaibigan, at sa mga fans. Bilang isang tagahanga kahit sa social media lang mo nakikita pero feel mo Yun parang yakap Ang isang nanay na laging na dyan para pasayahin Ka. I INSPIRATION) yong feeling na nawalan kanang pag-asa, pero dahil meron tumatak na linya sayo na walang pangarap na hindi dadaan sa hirap” narinig ko yun sa live Toni FowlerToni FowlerToni Fo",1
"VERY WRONG NG ITEM NA NASEND, it's not even 2 liter, 1 liter lang siya pero hindi ko na ipaparefund kasi kailangan ko ng tubigan. 1 star pa rin kasi ang bilis maship, sana next time icheck ang item ng mabuti bago iship. hmp",0
ang cutie niya kaya napabili talaga ako hahahaha. i really like it thanks seller and sa nagdeliver,1
lowbat kaagad seconds lang tgal ko cnharge ayon s instruction pero wala din. sayang pera,0
"okay ung hitsura at price ng product pero di ko inexpect na amoy plastic pla, nkkailang wash na ko tapos pinakuluan ko pa pero ganun pa rin amoy. 2x ko na rin nagamit ung turner pero ganun pa rin amoy. medyo sensitive ako sa amoy kaya nkakasuka,will not use it again or bka itapon na lng",0
Not sure iba recieve pinaorder lang sakin yan. Not sure iba recieve pinaorder lang sakin yan. Not sure iba recieve pinaorder lang sakin yan. Not sure iba recieve pinaorder lang sakin yan.,0
"maganda, mabilis yung pagdeliver. Kung di ako nagkakamali wala pang 3 days andito na walang problema tsaka ang mura pero ang ganda talaga thank youuuu!",1
Ayaw Kona omorder kasi yung tig charge Kona sya hindi na sya gumagana kaya no rate ako na kaka inissa,0
Hndi mganda itims nila Sayang lng pera q,0
Mali yung binigay na order hays Walang yung Diversity hays 2 yung Your voice hays Kaya nga isa isa ko inadd to cart eh Di man lang nagchat si Seller hays Yung Diversity pa naman yung gusto ko,0
"Akala ko para sa cellphone tong microphone na to, buti nalang mura siya kaya medjo hindi ako nasayangan. Doon lang talaga sa time ako nasayangan. I'm a small YouTuber kasi kaya need ko ang mic kaso hindi pala para sa cellphone. Well, ok naman lahat. Salamat",0
"hindi ito ang inorder ko, ang order ko ay almond cheese pero ang dumating sa tagal2 ay toffee shade kaya nakakainis,",0
Mahigit 2 weeks bago ko natanggap. Bagal ng service nila,0
Jusmio baliktad ung clikan. ung pang right nasa left tapos ung pang left nasa right my goodness sana naman ayusin nyo ung items nyo. okay sana kasi madali syang makonek sa lappy kaso nakakalito ung sa click nya kailangan masanay ka na baligtad sya hindi katulad ng nakasanayan na mouse.,0
THANK U SA SELLER NA TO MASYADONG GINALINGAN ALL GOODS ANG ITEMS KO AT MAY PA FREEBIES PA SANA ALL GANTO ANG SELLER MAY PA FREEBIES I WILL ORDER AGAIN SOON SANA GANTO KA LAGE SELLER AT SA NAG DELIVER MARAMING DALAMAT SA SMOOTH TRANSACT,1
Hindi gumagana Yung blender sayang lang binayad ko,0
Waaah super with love this purchase! Sulit yung price niya and kudos to seller na talaga na isure na safe dadating yung item talaga nilagyan niya pa dun sa bubble wrap na ingatan kaya deserve ng 5 stars to. Makikita naman ninyo sa picture na sobra laki talaga,1
Delivery 4/5 Packaging 1/5 sobrang open. Kayang kaya buksan yung parcel at kunin ang laman. Masyadond tinipid sa tape.,0
Ang liit pala nung sabon natawa lang ako sa size. sana effective.,1
"Nag Order ako ng 2, kaso nagloloko yung isa, pano kaya to? Sayang naman,",0
"Thank you seller for the smooth transaction, legit na maganda at recommended. I bought this kasi binigay ko siya as a gift nung Christmas. Buy na kayo promise hindi kayo mag regret, comes with a box na din and maayos ang packaging so safe talaga! Kudos sa seller! Hindi ko siya na picturan kasi binalot ko na agad nung Christmas",1
"sayang lang pera, napaka bilis ma lowbatt, akala ko magagamit ko ng maayos, maganda lg tingnan HAHAHAHA. ang tagal naka charge tapos 5mins lg magagamit, jusq ano ba naman po yan.",0
"nice item. nka.buble wrap xa, medyo maluwag xa pro may nka.tool nman na gagamitin pra ma adjust. ako na ang nag.adjust. ok na xa. sana tumagal din at hindi mangati ang aking wrist. Order ako ulit pag Ok xa. kasi cute after a week. sorry nangati po ako at hindi ko na nagamit.",1
"Edited: Yung nareceive ko ay walang sensor kapag dadaan ka. Need mo pang pindutin para mag open, hindi gaya ng nabili ko lastym. Kakainis lang.",0
"This is legit guys! Sobrang nakatulong to sa akin lalo na problema ko talaga is hirap talaga ko magconnect ng speakers or wireless earphones, pero using this ang bilis na, thank you seller!",1
Ang cute nila.sinukat ko agad ang ganda. Order ako uli next time pr sa ibang designs naman. Thank you.,1
Thanks po s magandang tunog ng speaker at mic. Hnd ko n napicturan. Thanks po nakarating in good condition. Ung sunod ulit.,1
within 2 days pundido agad ilaw ng ref quite disappointing,0
"Basag, hindi man lang kasi lagyan ng bubble wrap sa loob saka fragile sign sa labas ng item.",0
Sayang sa pera hindi nadadagdagan ng charge ng cellphone kaloka chinang china ang quality 20000 mah daw Talaga lang ha Kaloka seller basta lnng may mai deliver na item hindi naman legit san k nakakita ng powerbank pero hindi nadadagdagan ng power ung cellphone battery? Very low quality unprofessional kayo magbenta,0
"Masyado palang manipis pero okay lang, kasya lang saken and maganda naman thank you po! Thanks din po sa maagang delivery",1
Ayuko na mg order sa shop NATO nkakaasar ung seller mali Ang ipinapadalang item at ung usapan nmn na ipapadla Niya ung klng na wore nung una Kung order wla parin pinapdla at hnd nag response kht sa nilang nilagay hnd mkontak at kht txt mn lng di nag rreply kakainis sinadya kupa mg order ulit.,0
"Tnx seller,tama Ang size Ng shoes na pinadala",1
Ok yung ring light buti nga gunagana pa dahil nakakawalang kuwenta lng yung packaging. Salamat po ah.,0
Gago kayo mga man loloko sira pinadala mga hayup mga buwisit makakarma din kayo natutuwa kayo man loko ng tao ganyan pinapakain nyo sa mga anak nyo mga hayup kayo,0
"Di sya gumagana sa cellphone ko, buti nalang gumana sya sa Cp nang pamangkin ko. Peru hindi sya makafull, nakakadismaya,",0
"Mas maganda yung unang nabili ko sa shop na ito. Hindi ko alam bakit iba na ang pinadala ni seller. Mahina ang left side tapos pangit ng tunog parang lata compare dun sa unnag nabili ko sa same shop na maganda talaga. Kala ko nga same lang kaya ako bumili ulit eh, hindi pala. Tapos yung rider 62 pesos pa siningil dapat 58 lang.",0
Dito lang ako mejo na sad kasi manipis pala sya tapos wala pang packaging ipang gift ko sana kaso since hndi ako ganun ka satified ako n lang gagamit,0
Ang liit lang pala pro okay lng cute naman tska mura lang din.,1
"I just wanna try it if efferctive ngang pampaputi hahaha usually nivea gamit ko, pero since naka sale buy1take1 ito na binili ko. Super laki naman pala I think good for 5-6mos na un 2. Mabilis din na shift I ordered last 07/30/2 then I received today 08/01/22. Thankyou Seller",1
I am disappointed. Hindi maganda packaging. Tumapon ang mga lotion. Na inform ko si seller pero sad to say di na address concern ko. 4 na bottles ng lotion at 2 dun halos kalahati na lang ang laman ksi nga tumapon.,0
"hindi maayos ang packaging, maganda sana",0
mukhang free lng headset with mic sa speaker na order ko pero pang ilang beses ko na order speaker wala free na headset na my mic pero nasa box at pinadala nio is d mn lng naka lagay sa plastic or pouch nya pano ko to ibibigay sa BUYER ko,0
"Hassle, nagleak yung product. Andaming nasayang.",0
"Nakakadisappointed naman,itim ang order ko ito pumunta sakin,",0
"packaging was never great. ordered twice pero ganun padin ang daming yupi nung box. di din responsive yung seller. ibang brand yung dumating, ibang iba sa request at pinag usapan",0
wag na wag na kayo bumili dito wala silang pake kung mali maideliver nila basta kumita lang sila black order ko red deniliver wag na kayo papaloko dito sa seller na to,0
