text,0,1,2,3,4
"Dumating naman agad ung item. Yun nga lang sira na agad pang 2 days ko gamit, ayaw na magconnect sa bluetooth ung ibang mode di na dn gumagana. Ung packaging di maayos. Wala sya bubble wrap. Nabalot lang sya sa isang kahon. wag na kau bumili sayang lang",1,0,0,0,0
Maganda po ung phone. Ung shipping method lng my problema. Na stock mga parcel sa alaminos hub. hnd sila marunong mg sort. Puro delay mga delivery.,0,0,0,1,0
bat ganon ang inorder ko kulay pink tas ang dumating kulay brown pero okay lang maganda paren naman e.,0,0,1,0,0
Medyo matagal dumating pero may freebies kaya hapi p din. ty,0,0,0,1,0
"Order ako nung 2, dumating lang yung isang stand without the holder. Basag pa yung parang paper molder sa loob nung stand",0,0,1,0,0
Hmmm. Di ko inexpect na ganto. Sa pic kasi parang hard sya e. I guess pwede parin naman gagamitin. Ipapang errands ko lang ganern,0,0,1,0,0
Na received ko na Ang item. oky Lang Naman Ang Obang item kaso may isang crop top na Hindi nila tinapos Ang tahiSad,1,0,0,0,0
sobrang ganda po niya talaga kahit manipis napaka worth it naman dahil sa murang price oorder ulit,0,0,0,0,1
Iconic Socks talaga. Astigin tignan yung painting sa medyas. Stretchable yung tela at makapal kaya fit to any size ng paa. Yun nga lang medyo disappointed ako kasi hindi man lang nakaplastic yung medyas pagkadeliver. Pero overall goods.,0,0,0,1,0
Sira iyong box buti na lang gumana. sana lang magtagal.,0,0,0,1,0
"The tela was very comfortable sa katawan, Ewan ko lang kung tatagal siya pag nilabhan siya ng paulit ulit but thankyou for accomodation, quality and the reviews dito.",0,0,0,1,0
Bakit Iba sa naunang inorder ko Yung una my siper bulsa sakto pa size XL maganda Pero tong pangalawa walang siper maliit pa Ang xl my butas pa bulsa bat namn ganun seller kayanga nag order uli ako. Kase kalako ganun din sa unang order ko maganda kapelo ka kainis,0,1,0,0,0
Ok nmn po sana kaya lang sira ung takip ng nilalagyan ng water. Basag.,0,0,0,1,0
Cute sya maliit lng pero malakas kaya lng ng kapingas sa kanto pero ok lng sa likod naman salamat shoppe at ky ate girl n ng deliver,0,0,0,1,0
Kakadismaya. Sana inform. Nyo din customer nyo na promo sya kasi sira. Light lng pla but not its not working pagdating sa music. Budol Ano gawin natin dito tagal ko hinintay pagdating sablay,1,0,0,0,0
"Maganda nmn yung item, didn' t expect the color, walang leakage its in good condition po, veryy nice talaga i love ittt sellersana hindi masira agad. Kasu mai parang scratch bahh? Or something na na biyak pero maliit lng sya",0,0,0,1,0
Ok siya sa price niya kaso kala ko may bulsa ganda na san yun lang ang kulang. Pero pwede na din.,0,0,0,0,1
"Bakit ganon di cya lumalamig kahit kunti, seller bakit po ganon. parang electricpan pan lng cya. e nilagyan kunaman sya ng water.",0,0,1,0,0
Mejo mahina ung ilaw pero ung Bluetooth speaker nya ok nmn,0,0,1,0,0
"nakakainis kasi cinancel ko na nga tapos nagpush through pa rin. Di na nga libre shipping fee e. Sana next time free shipping minimum 99 pesos na lang, hindi minimum 500 pesos.",0,0,1,0,0
"Ganda nya po ang tibay naman kapag nakabit na, goods na goods to pra sa aso at bata namin. salamat seller, 5stars Ang bilis ng shipping nila.",0,0,0,0,1
"Magaganda naman talaga. Okay rin ang tela. kaya lang yung isang shirt, kulang ng tahi yung isang manggas kaya pinantay kona lang. haha ginupitan kona lang yung isa.",0,0,1,0,0
Ok na Sana lahat may Isa lng damage gawan ko na lng paraan pero Sana next time pls check nyo talaga Ang items na order sa into KC Jan din Kayo masisisra eh,0,0,0,1,0
Pangit ng packaging umorder ako ng lima sira ang isa dahil walang box! Aalog alog sa plastic. Ni walang bubble wrap yun mismong mga watch naka ziplock lang pag nabagsak ng rider tapos! Di pa helpful ang seller kahit ni raise ko. Again walang box! Buy at your own risk,1,0,0,0,0
Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming Maraming,0,0,0,0,1
"Mali ung pinadala saken. Naturingan pa nmang shopee mall""",1,0,0,0,0
Mabilis pinadala ni seller ang aking item sana makabili ulit ako kasi maganda yung product mismo,0,0,0,0,1
Ang layo ng order ko sa pic. tas xxl inorder ko parang small ung dumating. baka akala nyo bata pako.,1,0,0,0,0
Ang cute hehehe maganda ung pag ka balot thnks sa uulitin.,0,0,1,0,0
"It wasn' t mine, pinaorder Lang Ng friend ko. Pero nakarami Na ako dito. sayang Lang Di ko Na avail ung lowest price promo Ng item Na Ito. But it' s fine. Video not related pang points Lang. Thank u",0,0,0,0,1
Maganda yung package niya maayos yung packaging niya naka pack ng ma ayos na man siya ok na man yung quality niya tsaka yung kulay ok din maayos na dumating maayos yung pag ka ka deliver ma bilis dumating sa bahay thanks sa seller maraming salamat po,0,0,0,1,0
Wife po ito ni buyer sorry seller how can we give a good rate to a product na dumating samin na hindi gumagana ng maayos and we return the item and na pick up naman ng rider ni Flash 7 days ago pa and up to now hindi padin pala nakakarating sa inyo kaya na cancel nalang yung request namin for refund. Nakalungkot lang sa part namin na bumili sana hnd napo ito maulit,1,0,0,0,0
Maganda na sana kaso yong keyboard d gumagana. Meron din mga nasa youtube ayaw mag play. Pero ok lang ganon talaga charge to experience. thankyou padin seller maganada naman ang item kahit papano.,0,0,1,0,0
"Never na ulit ako oorder dito, iba iba naman pinadala nyong design ng short, ok lang sana kung isa lang, susme ANG GANDA SA PICTURE NYO TAPOS PAG DATING OMG! WT",0,1,0,0,0
Ang Ganda Kasi may parang chain Yung power bank tapos Ang mura lang thankyou seller,0,0,0,0,1
Maliit ung size ng Large. Hindi sya nag kasya sa asawa ko.,0,0,1,0,0
"Maganda din siguro to, kaso hindi napasama sa mga order ko. hihih Still t. y",0,0,1,0,0
hindi lumalabas ang gel kahit pinaikot ikot mo na. kaya di magamit.,0,1,0,0,0
Goods na sguro sa price pero dont expect na maganda ang quality I think it will not last long. Maganda lang sya pangmix sa mga powder tsaka kung magsheshake ka man ng veggies or fruits dpt hiwain mo pa ng pino.,0,0,1,0,0
"Super ganda nya, matte finish pero glossy sya. Nakakaplump nang lips pero madaling mabura. Will order again. Photo Video is not related.",0,0,0,0,1
"okay naman yung phone. delivery and yung store okay naman. problem lang is may bump sa may volume rocker side, medyo nakaangat yung gilid ng frame and may small dent lang sa lower part pero di naman nakaka affect sa functionality ng phone. overall maganda yung phone but under review ko pa rin yung unit",0,0,0,1,0
"Misleading, akala ko ung fluffy type na comforter, Sapin lng sya hnd comforter. ang nipis.",1,0,0,0,0
"Thank you 8. 8, dahil sayo nakatipid ako Pati Mama ko nagulat sa presyo haha. Super secured ang packaging and mabilis lang din nadeliver. Good buy!",0,0,0,0,1
"Di po nagustuhan Ng tito ko yung kulay, nag message po kami sa seller na palitan yung ipadala pero hindi po napalitan.",0,0,1,0,0
Ngayon ko lng siya nakita parang may sira ata Kasi yung top nga power bank di ma dikit2 Pano to.,0,1,0,0,0
ok na mn sya handy medyo mahina lng suction nia di pwde pang carpet,0,0,0,1,0
Okay sana ung pag deliver kaso putol ang isang sintas,1,0,0,0,0
super tagaaaaaal lagpas one week na siya and lagi ako umoorder na shop na to but eto yung pinakamatagal i had to cancel some orders kasi wala pa to,0,1,0,0,0
Ayan Gusot gusot pa yung lalagayan tatlo pa naman binili ko,0,1,0,0,0
Hindi ko pa na try pero feeling ko ok naman thank you sa uulitin,0,0,0,0,1
"orasan lang pala mapapakinabangan dito at di accurate at nanghuhula lang ang heartbeat at bp. anyway, ganun talaga kung presyo ang basehan.",0,0,0,1,0
"basag yung tunog, minsan di rin nag ccreate ng sound, tas mali pa yung kulay na napadala, so sad Kulay pink, basag na tunog nag expect pa namn ako dahil nakikita ko reviews niyo maganda pero yung na tanggap ko parang sira need ko pa namn sa skol projects at P. E namin",0,1,0,0,0
Okay lang yung quality Hindi naman dapat mag expect ng sobrang ganda kasi mura lang naman ito. Tama lang sa presyo nito. Pwede na pang gamit,0,0,0,1,0
Bulok yung item! Hindi marunong mag reply si seller sa buyer.,1,0,0,0,0
Hindi po umiilaw yung isang port kahit naka on pero gumagana naman. Maganda sya natuwa mga anak ko di n sila mag aagawan ng charger hahahaha,0,0,0,0,1
"Honest review OK nman packaging ng item, correct color, OK nman ang sound for the price nya kaso hindi sya magamit pag hndi naka plug Yung charger kahit iwan ng 1hour walang pumapasok sa battery and mahal ng delivery fee for defective item hindi ko na check agad yung battery at may tunog na dilikado",0,1,0,0,0
Ang bilis nya malobat 3 percent lang yung nadagdag sa percent ng cp ko kala ko naman matagal malobat hayss wala akong magagawa gawin nalang flashlight yun kasi d naman makakapag charge incase need kasi ambilis lang malobat,0,1,0,0,0
Thankyou Ang Ganda Ng Quality ng item Sulit yung pera nyo dito,0,0,0,0,1
Pwede na Rin kahit mabilis malobat pang emergency light Wala pang 2 hours lobat na,0,0,1,0,0
THANK YOU SELLER NARECEIVED KONA PO YUNG ORDER KO MAAYOS SIYA WALANG DAMAGE SA UULITIN. GODBLESS!,0,0,0,0,1
Expected nmn ung quality ng camera pero ung processor nya pasok n psok sa panlaro ng nba and mobile legends.,0,0,0,0,1
"May dalawang items na may defect ang isa may yupi ang isa may mga marka pero carry na daw kasi abala na kapag ibalik pa, kaya next time seller paki check namn mga items mo if ok",0,0,1,0,0
Order received complete kaso lang yong charge pin sira hindi magcharge buti na lng fix ng kuya ko. i decide to return na sana. at ang bait ng courier. yong speaker basag pag malakas na yong sounds at ang hina ng mic. kaya 3 stars lang ang ma rate ko. thanks seller very responsive na man.,0,0,1,0,0
Pang dalawa araw na nagamit nasira agad yung mic pwede pa ba mabalik ito,0,0,1,0,0
"Malaki tipid ko neto sa pisonet since usb powered lang sya, wala na din ako problem sa patay sindi ng e. fan kasi pag on ng pc saka lang sya sisindi then pag off e kasabay na sya. Sulit to.",0,0,0,0,1
Panget yung item Natatapon yung tubig sa may takip di pwede itaob taob,1,0,0,0,0
"Very disappointing sa pag solve ng problem ng customer nila. Sira yung ring light na dumating, baka daw sa delivery, eh ang problem ng product ko ayaw mag change ng color iisang color lang yung gumagana, pag nag change ako ng color nag ooff lang. Pano magiging fault yun ng rider LOL! ANG GANDA NG APPROACH KO SAINYO TAPOS, NI HINDI NYO KAYANG GAWAN NG PARAAN!",1,0,0,0,0
Sorry sa rate ko po' sobrang purol lng po ng blade nya' khit chop banana ndi man lng nkka durog Fresh milk and banana buo pa din slice ung banana kng ano itsura nya nun nilagay ko un prin eh,0,0,1,0,0
Order ko black dumating blue anyway maganda naman sa price nya,0,0,0,0,1
"okay naman siya maganda, magaan kaso maingay siya tsaka mabaho ung buga haha pero over all okay siya!",0,0,0,1,0
blue tyaka maroon ang pinili kong color pero red tyaka blue amg pindala ni seller and hindi na sya same ng dati ko na inorder na my zipper sa bulsa pero tama naman ang sizes na pinadala. photo are not related,0,0,0,1,0
Okay naman may mga konting gas gas lang yung item pero okay naman siya,0,0,0,1,0
isa lng order q pero dlawang beses dumating ang ganito. anu to.,0,1,0,0,0
Mali nman binigay skin dpat doble speaker un ptos isahan lng bnigay! hay.,1,0,0,0,0
Maganda sana kaso ang bilis malowbut isang oras lang hays,0,0,0,1,0
Tas yawa sige next time paki ayos nalang po ung box nyo pero maganda naman dumating pero ung pinag ka box hinde,0,0,1,0,0
Kulang ng isang ballpen na 3in 1. Kung kulang man ang iyang ipadala sana marunong mag inform sa buyer. Para d masisira ang ratings mo. Libre mag chat sa inbox.,0,1,0,0,0
"Okay naman yung item. Yung box parang hindi yan yung box nung mismong speaker. Color blue yung nasa box pero black order ko kaya papa tupi tupi yung box at hindi kasya yung speaker at Attitude rin yung seller. Nagtatanong lang ang buyer, nabastusan ako sa pagkakareply saakin.",0,1,0,0,0
Ang ganda ganda ng Quality parang mamahalin may pa box pa bonga packaging nagustuhan ng mister ko ang wallet medyo malaki nga lang daw pero nakakatuwa lakas maka mamahaling wallet thank you seller,0,0,0,1,0
Nasira kc ang box at plastic na pinaglagyan natapon ng mga anak ko. hindi gumagana ang powerbank nyo. sana check nyo muna kakainis sayang ang pera. sana konsensya kayo. bago iship doble check ang hirap kitain ang pera kainis,1,0,0,0,0
"Sobrang bilis ma full charge ng power bank pero konti lang naman nadadagdag sa phone, in short mabilis malobat ang power bank na hindi man lang Maka full charge Ng phone",0,0,1,0,0
Maayos Naman lahat kaya lang walang box Yong face mask tsaka Yong charger Ng blender sira Hindi po gumagana,0,0,0,1,0
Mabilis ang delivery ng order ko. Selyado at nakabalot ng mabuti.,0,0,0,0,1
Ok lang na nayupi Yung karton kahit nka bubble wrap Wala namang diperensya yong bote. kaso Hindi nasunod Yung kulay. na disappoint ako pro ok lang. thankyou shopee at Kay seller at Kay manong rider.,0,0,0,1,0
okay na sana kaso sobrang nipis ng tela kita loob ng katawan ko,0,1,0,0,0
Bilib ako ang bilis ng shipping kahit my convid 19 pa.,0,0,0,0,1
Sira agad. Nung nalaman ni seller tinanggal un una kong rating. Wag na kayo umorder dito,1,0,0,0,0
"thank u shoppee and sa seller na bilis magreply if may concern about the item. Ganda, kaya lang wala pang 2hrs sobrang init na ng box, nag auto shutdown siya. Bumili ako para sa baby ko kaso dina pwede ibalik kc after 3days naclick ko ang rcev kala ko okay ang item 939 pa naman haist. thanks.",0,1,0,0,0
THANKYOU SA FREEBIESS! yung ring and yung pang tali ng buhok! will definitely bibili ulit. thnx seller,0,0,0,0,1
"ok naman po sya kaso yung white sling bag po may yellowish stains though sa loob lang naman, pero pag binuksan mo talaga yung bag kitang kita ehh. tas yung sling may yellowish stains din",0,0,0,1,0
Opssss late laang puh Ang aking pag rate sa dto sa cp na ito. pero gud quality puh nman alam ko. maayus ko pung ntanggap ilang time n puh akong paulit ulit sa shop Ng oppo tnxGod never akong npahiya. Godbless puh. tnxyuuuu shoppe at ke rider.,0,0,0,0,1
Nag order ako kids facemask n 2 Ramdom nga ang policy nla pero ngmessage ako knla na ibigay n kulay pang boy but suddenly pang baby girl take notE pink pa dlawa bngay i message the seller but gnun bngay pang girl sagot p man assorted bngay yes they right asstd pink bngay nkkainsulto.,0,0,1,0,0
SUPER LOVE IT NAGUSTUHAN KO YUNG ITEM SUPER GANDA GAGANAHAN LALO AKONG MAGLUTO NITO THANK U SELLEE AND KUDOS NA DIN SA COURIER MABILIS UNG SHIPMENT KAHIT SUPER LOADED SA DELIVERY SUMABAY SA 12. 12,0,0,0,0,1
I like the colors sana maorder to lahat pra bili ako uli kung marami mag kagusto nito somehow its nice nman,0,0,0,0,1
"Hindi sya amoy laway gaya ng sinasabi nila sa tiktok, maybe they changed their formulation",0,0,0,0,1
"Okay naman si product at well packaged pero hapit as in no much room for my legs pa rin yung 4xl size para sa akin na 40 inch waist. Well, binigay ko na lng sa kapatid ko.",0,0,1,0,0
"Ok naman po, pero may onting sira. Nakailaw ung sa may bandang 25 kahit naka patay chaka mabilis malowbat pero matagal magcharge, nakakadismaya pero ok na rin to. Salamat rin sa nagdeliver",0,1,0,0,0
6 sa fast delivery. 3 days lng dumating na agad. inexpect ko lagi 7- days sya bago dumating. About sa items. kapag naka on parang may ugong sa loob parang grounded po. nag p- play ksi ako ng mga soft songs pag gabi. agaw atensyon yung ugong tunog grounded) nya. so far yun lang naman,0,0,0,1,0
"Dameng freebie, akala ko d ko order. Natabunan na ung mga order ko, thank you!",0,0,0,0,1
Mahina sya. Sturdy naman ang materials pero kahit metal sya mahina. Mauga din kahit nasa flat surface. pero sakto lng para sa price nya.,0,0,0,0,1
Ok naman ang mouse manipis lang sya. Sana d madali masira. Di responsive si seller. Meron ako tinanong hindi man lang sumagot.,0,0,1,0,0
Hindi sya nalalagyan ng manga music video disappointed ako sa item haynako seller,1,0,0,0,0
"Kahit maliit, malàkas ung tunog, I love ittttttt. thanj you seller kahit medyo matagal naship out worth it ung paghihintayko, sakto na gagamitinko bukas",0,0,0,0,1
Thank you seller sa mabilis na shipment. More sales po sayo! God bless,0,0,0,1,0
Ito yung shop na kulang kulang magpadala ng items. 2 items ang wala tapos di sila nagreresponse.,0,1,0,0,0
"Reasonable sya sa price nya. Kung gsto nyo ng mas makapal edi mas makapal na pera din ibabayad nyo. Ganern. Anyway, kung gusto nyo ng original contact lenses. Marami samen Nakapag Advertise pa nga",0,0,0,0,1
"Nagleleak siya. Photos and videos are not related, but Woooooooooah! Ang gandaaa. Ang ganda ng product. Nagustuhan ko. Sulit naman sa ibinayad.",0,0,1,0,0
Medyo di lang ako nasiyahan sa kulay na dumating. Ayyst. Anlalayo ng mga kulay n dumating. Tas yung gold pa ang dalawa. Nawala yung TANGERINE. yun pa mandin ang gustong kulay kase dark okay naman tela. Mga kulay lang ng order ko palpak,0,0,1,0,0
Excited anak q sa rainbow na kulay kya bnilad nya aqg sa araw. tnx so much po,0,0,0,0,1
Ampanget Ng quality ng tela noya ang nipis parang isang gamitan kng sira na,1,0,0,0,0
"Okay lang, pwede na mura lang naman sya. Bat wala lang plastic yung sa silver? Thank you pa din seller! Okay lang, pwede na mura lang naman sya. Bat wala lang plastic yung sa silver? Thank you pa din seller! Okay lang, pwede na mura lang naman sya. Bat wala lang plastic yung sa silver? Thank",0,0,0,0,1
"I ordered 3 black pero dumating 3 purple. Na disappoint po yung mga nag order sakin, sana naman mag inform kung hindi available yung color. Maghahanap pako kung sino may gusto ng kulay na pinili niyo",0,1,0,0,0
Ung dati ko charger n Real Me at ung order ko s shoppee mgkaiba cla Kht ganun ok lng dhil Hnd nmn cya sira ok nmn gamiten kht Hnd original Sana mgtagal nawala kc charger Ng Asawa ko n nakaw kaya bk sakali pg order ko kala ko original Hnd n kami mg aagawan s charger Thanks seller shop,0,0,0,0,1
Ok nmn sya nagana for now. Sana tumagal kase papadala ko sa mindanao. Mabait si kuya driver. Tumawag muna bago dumating. Mas gusto ko un para makaprepare ako ng bayad at makababa kase namgungupahan lng ako.,0,0,0,1,0
Maganda sana kaso mukhang pang school hindi sulit pero ok nato pag tyagaan na lang hays,0,0,1,0,0
"Pinahirapan nio pa ko, kulang na lang mawasak dahil hindi mabukasan, yun pala wala sa align yung filter kaya sabit sa loob. Check check din pag may time",0,1,0,0,0
orders are complete no flaws no issues medyo matagal shipping pero okay lang naka bubble wrap din so safe siya good packaging,0,0,0,0,1
MALIIT LANG PALA SIYA OK NAMAN YUNG SOUND SANA TUMAGAL!,0,0,0,0,1
Ok Yung quality Ng short at Tama Yung mga kulay na inorder ko,0,0,0,1,0
Fan ako ng converse kaya madalas akong umorder ng brand na to pero wrong size lagi jusko pero ok lng nagustuhan ng partner ko,0,0,0,1,0
Ambilis malowbat naka full charge naman di man lang umabot sa 50 percent yung cp ko,0,0,1,0,0
Ok nmn ung item kaso isang ipit lng natanggap ko and di ko rin expected yung kalaki nya kaya 4 stars lng ibibigay ko. Sana nmn mgtanggal para worth it sa presyo nyang kamahal,0,0,0,1,0
Natatanggal yung isang paa. Dual pod nalang siya ngayon,0,1,0,0,0
so far so good pero masikip sya sa braso. maganda rin ang tela. so far so good pero masikip sya sa braso. maganda rin ang tela.,0,0,0,1,0
"Maganda nagustuhan ng asawa ko, mukha nmang matibay sana magtagal at my tahi na xa kaya d n klangan mgpatahi p. thanks po.",0,0,0,0,1
Thank you shopee and seller! Although maliit lg sya and hindi nya nakakaya mag steady lang pag nilagay ko ung phone or ung camera kaya nilagyan ko nlg ng parang tali as u can see sa last pic,0,0,0,1,0
Di ko nagustuhan yung kulay and sobrang laki nung dress,0,0,0,1,0
"Received my orders. Very satisfied, happy ang mga pinagbigyan ko. Okay naman ang quality ng mga binili ko and mabilis ang shipping. Good na siya for its price. Maayos din ang pagkakabalot. Sulit ang pagbili, thank you seller! Sa uulitin.",0,0,0,0,1
WAG NA WAG KAYO MAG ORDER DITO THIS IS A SCAMMER LAHAT NAG DUMATING HINDI GUMANA HINDI NA NGA GUMANA SCRATCH SCRATCH PA! GOD BLEES YOUR BUSINESS SANA WAG MANLOKO NG TAO KUNG ALAM NYONG DI GUMAGANA SANA WAG NYUNA IBENTA VERY DISAPPOINTED,1,0,0,0,0
Di ko na received ang bag worth 899 na binayaran ko. Nakalagaynsa status ng refund completed na pero until now di ko pa natanggap ang refund ko. Ano to pahirapan seller? Nagbayad ako ng maayos pero kawalang hiyaan ang ginanti nyo. Kabwisit kayo! Wag na kayo bumili dto sa seller na to kng ayaw nyo magsisi din. Napaka iresponsable!,1,0,0,0,0
Bakit Ang pangit Ng tela huhuhu SayanG bayad ko sa inyo hay naku,0,1,0,0,0
Ok nmn ung product kc un ang ggmitin ng bata sa laptop n gamit nya. Surely na worth it ang paggamit nya,0,0,1,0,0
Hwag basta2 mniniwala s mga free gift post para lng may customer lng sila. dpt no rating,1,0,0,0,0
Okay naman sya na sira lang yung isa diko alam kung bakit! Hay pwede ba pa refund yung isa kase di tinuloy ng costumer ko huhu sira kase yung isa,0,0,1,0,0
"Pre order na nga, wrong item pa yung isa kong order. Wala man lang plastic ang mga damit, basta na lang pinasok sa pouch. Copy paste ang CS chat nila. Overall, good naman ang items. Packaging and hindi lang organized ang items. Pag pre order, expected na tama and maayos dadating ang items. Yun lang",0,1,0,0,0
Working properly san matagal malowbat and hindi sana sumabt sa batt ng cp Hahahah Thank you poo,0,0,0,0,1
Maingay kaunti pero malakas din naman hangin medyo matagal din ang battery,0,0,0,1,0
Saktong sakto pangalawa order Kona po Ito Ng plate Hindi modus,0,0,0,1,0
mabilis dumating mga ilang araw pagkacheckout na nakuha ko narin sana magtagal ang items kumpleto naman at nakabubble wrap din,0,0,0,0,1
"Super lambot at cute niya, especially since kay lalagyanan! Mura lang at sulit pa ang bayad! Secured rin na dumating ang package, mabilis lang rin siyang naideliver. I haven' t tried it on my face yet, but I can already say na worth it ang purchase!",0,0,0,0,1
Kulang ing mga items bibigay nyo sir. Naka dismaya po ngbayad kami ng maayos tas ung items nyo kulang naman.,1,0,0,0,0
Maganda naman yung product kaso yung size lng problema hndi kasya sa kapatid q. I hope na tatagal yun.,0,0,1,0,0
Super nipis. It base sa price talaga. hehe. Ok lng pangbahay.,0,0,1,0,0
Naku sayang talaga. kc Hindi sinuot ng nagpabili sa akin. dapat kc Kung Wala ng stock wag nlng ipadala o ideliver. nakakainis eh. nakakadisappoint talaga. paano na to irerefund ko Sana pero di ko Alam Kung paano kailangan pa kc ng Id kaaasar.,1,0,0,0,0
